accession,genus,organism,length,gc,n_frac,verdict,reason
NZ_CP051618.1,Escherichia,Escherichia coli,5631,0.4738,0.000000,keep,
NZ_CP051617.1,Escherichia,Escherichia coli,8554,0.4762,0.000000,keep,
NZ_CP051616.1,Escherichia,Escherichia coli,134872,0.5188,0.000000,keep,
NZ_AP023395.1,Streptococcus,Streptococcus dysgalactiae,3038,0.3512,0.000000,keep,
NZ_CP050307.1,Rhizobium,Rhizobium lusitanum,2402091,0.5962,0.000000,reject,F3_chromosome_sized
NZ_CP050306.1,Rhizobium,Rhizobium lusitanum,85773,0.5554,0.000000,keep,
NZ_CP050305.1,Rhizobium,Rhizobium lusitanum,203484,0.5705,0.000000,keep,
NZ_CP050304.1,Rhizobium,Rhizobium lusitanum,332028,0.5757,0.000000,keep,
NZ_CP047282.1,Klebsiella,Klebsiella quasipneumoniae,187068,0.5142,0.000000,keep,
NZ_CP047284.1,Klebsiella,Klebsiella quasipneumoniae,39531,0.4174,0.000000,keep,
NZ_CP050299.1,Mesorhizobium,Mesorhizobium huakuii,686467,0.6054,0.000000,reject,F3_chromosome_sized
NZ_CP050298.1,Mesorhizobium,Mesorhizobium huakuii,311263,0.5991,0.000000,keep,
NZ_CP050297.1,Mesorhizobium,Mesorhizobium huakuii,331450,0.6052,0.000000,keep,
NZ_CP047272.1,Klebsiella,Klebsiella pneumoniae,271744,0.5252,0.000000,keep,
NZ_CP047278.1,Escherichia,Escherichia coli,256225,0.5226,0.000000,keep,
NZ_CP047280.1,Citrobacter,Citrobacter freundii,262422,0.5260,0.000000,keep,
NZ_CP047274.1,Citrobacter,Citrobacter freundii,277055,0.5214,0.000000,keep,
NZ_CP047276.1,Citrobacter,Citrobacter freundii,282258,0.5260,0.000000,keep,
NZ_LR828260.1,Xanthomonas,Xanthomonas hortorum,41583,0.5969,0.000000,keep,
NZ_LR828259.1,Xanthomonas,Xanthomonas hortorum,47063,0.6218,0.000000,keep,
NZ_LR828258.1,Xanthomonas,Xanthomonas hortorum,224704,0.5807,0.000000,keep,
NZ_LR778302.1,Denitratisoma,Denitratisoma oestradiolicum,124849,0.6331,0.000000,reject,F2_not_complete
CP050295.1,Mesorhizobium,Mesorhizobium loti,655882,0.6027,0.000000,reject,F3_chromosome_sized
CP050294.1,Mesorhizobium,Mesorhizobium loti,452822,0.6021,0.000000,keep,
CP050552.1,Rhizobium,Rhizobium leguminosarum,1195560,0.5936,0.000000,reject,F3_chromosome_sized
CP050551.1,Rhizobium,Rhizobium leguminosarum,574865,0.6039,0.000000,reject,F3_chromosome_sized
CP050550.1,Rhizobium,Rhizobium leguminosarum,627175,0.6041,0.000000,reject,F3_chromosome_sized
CP050557.1,Rhizobium,Rhizobium leguminosarum,691320,0.6095,0.000000,reject,F3_chromosome_sized
CP050556.1,Rhizobium,Rhizobium leguminosarum,662606,0.6070,0.000000,reject,F3_chromosome_sized
CP050554.1,Rhizobium,Rhizobium leguminosarum,401244,0.5918,0.000000,keep,
CP050553.1,Rhizobium,Rhizobium leguminosarum,834626,0.6056,0.000000,reject,F3_chromosome_sized
CP050561.1,Sinorhizobium,Sinorhizobium meliloti,1641120,0.6243,0.000000,reject,F3_chromosome_sized
CP050560.1,Sinorhizobium,Sinorhizobium meliloti,161028,0.5930,0.000000,keep,
CP050559.1,Sinorhizobium,Sinorhizobium meliloti,1777129,0.6018,0.000000,reject,F3_chromosome_sized
CP050513.1,Sinorhizobium,Sinorhizobium meliloti,1671131,0.6026,0.000000,reject,F3_chromosome_sized
CP050512.1,Sinorhizobium,Sinorhizobium meliloti,1647834,0.6240,0.000000,reject,F3_chromosome_sized
CP050566.1,Rhizobium,Rhizobium leguminosarum,668814,0.6062,0.000000,reject,F3_chromosome_sized
CP050565.1,Rhizobium,Rhizobium leguminosarum,911143,0.6034,0.000000,reject,F3_chromosome_sized
CP050564.1,Rhizobium,Rhizobium leguminosarum,387732,0.5831,0.000000,keep,
CP050563.1,Rhizobium,Rhizobium leguminosarum,665391,0.6083,0.000000,reject,F3_chromosome_sized
CP050519.1,Rhizobium,Rhizobium leguminosarum,295689,0.6111,0.000000,keep,
CP050518.1,Rhizobium,Rhizobium leguminosarum,252911,0.6106,0.000000,keep,
CP050517.1,Rhizobium,Rhizobium leguminosarum,292717,0.5805,0.000000,keep,
CP050516.1,Rhizobium,Rhizobium leguminosarum,497560,0.6129,0.000000,keep,
CP050515.1,Rhizobium,Rhizobium leguminosarum,1049422,0.5988,0.000000,reject,F3_chromosome_sized
NZ_AP022273.1,Raoultella,Raoultella ornithinolytica,4081,0.3592,0.000000,reject,F2_not_complete
NZ_AP022272.1,Raoultella,Raoultella ornithinolytica,41197,0.3486,0.000000,keep,
NZ_AP022271.1,Raoultella,Raoultella ornithinolytica,86933,0.5432,0.000000,keep,
NZ_AP022270.1,Raoultella,Raoultella ornithinolytica,148619,0.5476,0.000000,keep,
NZ_AP022269.1,Raoultella,Raoultella ornithinolytica,241445,0.5017,0.000000,keep,
NZ_AP021962.1,Klebsiella,Klebsiella quasipneumoniae,2694,0.4688,0.000000,reject,F2_not_complete
NZ_AP021961.1,Klebsiella,Klebsiella quasipneumoniae,3235,0.4822,0.000000,reject,F2_not_complete
NZ_AP021960.1,Klebsiella,Klebsiella quasipneumoniae,3292,0.5191,0.000000,keep,
NZ_AP021959.1,Klebsiella,Klebsiella quasipneumoniae,3447,0.5445,0.000000,keep,
NZ_AP021958.1,Klebsiella,Klebsiella quasipneumoniae,4380,0.4215,0.000000,keep,
NZ_AP021957.1,Klebsiella,Klebsiella quasipneumoniae,8604,0.4113,0.000000,keep,
NZ_AP021956.1,Klebsiella,Klebsiella quasipneumoniae,10902,0.5220,0.000000,keep,
NZ_AP021955.1,Klebsiella,Klebsiella quasipneumoniae,91316,0.5178,0.000000,keep,
NZ_AP021954.1,Klebsiella,Klebsiella quasipneumoniae,101937,0.5448,0.000000,keep,
NZ_AP021953.1,Klebsiella,Klebsiella quasipneumoniae,118328,0.5526,0.000000,keep,
NZ_AP021952.1,Klebsiella,Klebsiella quasipneumoniae,206811,0.5165,0.000000,keep,
NZ_AP021951.1,Klebsiella,Klebsiella quasipneumoniae,267818,0.4659,0.000000,keep,
NZ_AP022255.1,Aeromonas,Aeromonas caviae,58136,0.5389,0.000000,keep,
NZ_AP022019.1,Klebsiella,Klebsiella quasipneumoniae,38203,0.5909,0.000000,keep,
NZ_AP022018.1,Klebsiella,Klebsiella quasipneumoniae,111708,0.5571,0.000000,keep,
NZ_AP022017.1,Klebsiella,Klebsiella quasipneumoniae,113050,0.5427,0.000000,keep,
NZ_AP022016.1,Klebsiella,Klebsiella quasipneumoniae,139507,0.5173,0.000000,keep,
NZ_AP022015.1,Klebsiella,Klebsiella quasipneumoniae,346351,0.4762,0.000000,keep,
NZ_AP022294.1,Aeromonas,Aeromonas veronii,2809,0.5628,0.000000,keep,
NZ_AP022293.1,Aeromonas,Aeromonas veronii,2881,0.5835,0.000000,keep,
NZ_AP022292.1,Aeromonas,Aeromonas veronii,9170,0.5504,0.000000,keep,
NZ_AP022291.1,Aeromonas,Aeromonas veronii,131195,0.5467,0.000000,keep,
NZ_AP022260.1,Klebsiella,Klebsiella sp.,4246,0.5445,0.000000,keep,
NZ_AP022259.1,Klebsiella,Klebsiella sp.,5169,0.4651,0.000000,keep,
NZ_AP022258.1,Klebsiella,Klebsiella sp.,72104,0.5171,0.000000,keep,
NZ_AP022257.1,Klebsiella,Klebsiella sp.,128811,0.5120,0.000000,keep,
NZ_AP022253.1,Aeromonas,Aeromonas hydrophila,39071,0.5820,0.000000,keep,
NZ_AP022194.1,Klebsiella,Klebsiella sp.,4901,0.3426,0.000000,keep,
NZ_AP022193.1,Klebsiella,Klebsiella sp.,27833,0.5515,0.000000,keep,
NZ_AP022192.1,Klebsiella,Klebsiella sp.,42961,0.6024,0.000000,keep,
NZ_AP022191.1,Klebsiella,Klebsiella sp.,57787,0.5299,0.000000,keep,
NZ_AP022190.1,Klebsiella,Klebsiella sp.,232899,0.5095,0.000000,keep,
NZ_AP022187.1,Klebsiella,Klebsiella quasipneumoniae,4685,0.4410,0.000000,keep,
NZ_AP022186.1,Klebsiella,Klebsiella quasipneumoniae,5747,0.4649,0.000000,keep,
NZ_AP022185.1,Klebsiella,Klebsiella quasipneumoniae,118077,0.5250,0.000000,keep,
NZ_AP022184.1,Klebsiella,Klebsiella quasipneumoniae,218891,0.5102,0.000000,keep,
NZ_AP022286.1,Aeromonas,Aeromonas veronii,4897,0.5657,0.000000,keep,
NZ_AP022285.1,Aeromonas,Aeromonas veronii,5914,0.5448,0.000000,keep,
NZ_AP022284.1,Aeromonas,Aeromonas veronii,12173,0.5908,0.000000,keep,
NZ_AP022283.1,Aeromonas,Aeromonas veronii,47395,0.5865,0.000000,keep,
NZ_AP022282.1,Aeromonas,Aeromonas veronii,166424,0.5422,0.000000,keep,
NZ_AP022205.1,Klebsiella,Klebsiella sp.,25896,0.5576,0.000000,keep,
NZ_AP022204.1,Klebsiella,Klebsiella sp.,42962,0.6024,0.000000,keep,
NZ_AP022203.1,Klebsiella,Klebsiella sp.,57788,0.5299,0.000000,keep,
NZ_AP022202.1,Klebsiella,Klebsiella sp.,233726,0.5096,0.000000,keep,
NZ_AP022111.1,Aeromonas,Aeromonas caviae,147986,0.5577,0.000000,keep,
NZ_AP021997.1,Raoultella,Raoultella ornithinolytica,2437,0.5133,0.000000,reject,F2_not_complete
NZ_AP021996.1,Raoultella,Raoultella ornithinolytica,2653,0.5096,0.000000,keep,
NZ_AP021995.1,Raoultella,Raoultella ornithinolytica,3603,0.4238,0.000000,keep,
NZ_AP021994.1,Raoultella,Raoultella ornithinolytica,4100,0.5359,0.000000,keep,
NZ_AP021993.1,Raoultella,Raoultella ornithinolytica,6553,0.5327,0.000000,keep,
NZ_AP021992.1,Raoultella,Raoultella ornithinolytica,7404,0.5034,0.000000,keep,
NZ_AP021991.1,Raoultella,Raoultella ornithinolytica,8370,0.5200,0.000000,keep,
NZ_AP021990.1,Raoultella,Raoultella ornithinolytica,9286,0.5393,0.000000,keep,
NZ_AP021989.1,Raoultella,Raoultella ornithinolytica,53995,0.5158,0.000000,keep,
NZ_AP021988.1,Raoultella,Raoultella ornithinolytica,79525,0.5029,0.000000,keep,
NZ_AP021987.1,Raoultella,Raoultella ornithinolytica,80471,0.5258,0.000000,keep,
NZ_AP021986.1,Raoultella,Raoultella ornithinolytica,99872,0.5011,0.000000,keep,
NZ_AP021985.1,Raoultella,Raoultella ornithinolytica,110248,0.5507,0.000000,keep,
NZ_AP021984.1,Raoultella,Raoultella ornithinolytica,251197,0.4693,0.000000,keep,
NZ_AP021926.1,Aeromonas,Aeromonas sp.,5128,0.4862,0.000000,keep,
NZ_AP021925.1,Aeromonas,Aeromonas sp.,5636,0.5133,0.000000,keep,
NZ_AP021924.1,Aeromonas,Aeromonas sp.,8415,0.5663,0.000000,keep,
NZ_AP021923.1,Aeromonas,Aeromonas sp.,11369,0.5842,0.000000,keep,
NZ_AP021922.1,Aeromonas,Aeromonas sp.,11490,0.6041,0.000000,keep,
NZ_AP021921.1,Aeromonas,Aeromonas sp.,23580,0.5711,0.000000,keep,
NZ_AP021920.1,Aeromonas,Aeromonas sp.,24109,0.5825,0.000000,keep,
NZ_AP021919.1,Aeromonas,Aeromonas sp.,33005,0.6029,0.000000,keep,
NZ_AP021918.1,Aeromonas,Aeromonas sp.,39576,0.5754,0.000000,keep,
NZ_AP022012.1,Klebsiella,Klebsiella quasipneumoniae,2924,0.3228,0.000000,keep,
NZ_AP022011.1,Klebsiella,Klebsiella quasipneumoniae,4937,0.4389,0.000000,keep,
NZ_AP022010.1,Klebsiella,Klebsiella quasipneumoniae,31071,0.5898,0.000000,keep,
NZ_AP022009.1,Klebsiella,Klebsiella quasipneumoniae,55811,0.5182,0.000000,keep,
NZ_AP022008.1,Klebsiella,Klebsiella quasipneumoniae,104413,0.5294,0.000000,keep,
NZ_AP022007.1,Klebsiella,Klebsiella quasipneumoniae,123247,0.5385,0.000000,keep,
NZ_AP022006.1,Klebsiella,Klebsiella quasipneumoniae,143641,0.5208,0.000000,keep,
NZ_CP054300.1,Citrobacter,Citrobacter freundii,2155,0.5007,0.000000,keep,
NZ_CP054299.1,Citrobacter,Citrobacter freundii,3576,0.4499,0.000000,keep,
NZ_CP054298.1,Citrobacter,Citrobacter freundii,8828,0.4956,0.000000,keep,
NZ_CP054297.1,Citrobacter,Citrobacter freundii,43621,0.4827,0.000000,reject,F6_dup_sequence
NZ_CP054296.1,Citrobacter,Citrobacter freundii,73366,0.5063,0.000000,keep,
NZ_CP054295.1,Citrobacter,Citrobacter freundii,156725,0.5383,0.000000,keep,
NZ_AP022029.1,Klebsiella,Klebsiella sp.,2811,0.3244,0.000000,keep,
NZ_AP022028.1,Klebsiella,Klebsiella sp.,3139,0.4584,0.000000,keep,
NZ_AP022027.1,Klebsiella,Klebsiella sp.,4028,0.4921,0.000000,keep,
NZ_AP022026.1,Klebsiella,Klebsiella sp.,4616,0.5076,0.000000,keep,
NZ_AP022025.1,Klebsiella,Klebsiella sp.,5064,0.5199,0.000000,keep,
NZ_AP022024.1,Klebsiella,Klebsiella sp.,5669,0.4983,0.000000,keep,
NZ_AP022023.1,Klebsiella,Klebsiella sp.,9350,0.4643,0.000000,keep,
NZ_AP022022.1,Klebsiella,Klebsiella sp.,155227,0.5132,0.000000,keep,
NZ_AP022021.1,Klebsiella,Klebsiella sp.,336188,0.4869,0.000000,keep,
NZ_AP022132.1,Enterobacter,Enterobacter cloacae,2049,0.5281,0.000000,keep,
NZ_AP022131.1,Enterobacter,Enterobacter cloacae,4666,0.5133,0.000000,keep,
NZ_AP022130.1,Enterobacter,Enterobacter cloacae,4844,0.5318,0.000000,keep,
NZ_AP022129.1,Enterobacter,Enterobacter cloacae,56317,0.4851,0.000000,keep,
NZ_AP022128.1,Enterobacter,Enterobacter cloacae,92491,0.5103,0.000000,keep,
NZ_AP022127.1,Enterobacter,Enterobacter cloacae,207601,0.4930,0.000000,keep,
NZ_AP022056.1,Pseudomonas,Pseudomonas putida,2292,0.5938,0.000000,keep,
NZ_AP022109.1,Klebsiella,Klebsiella aerogenes,326767,0.4974,0.000000,keep,
NZ_AP022156.1,Klebsiella,Klebsiella quasipneumoniae,2203,0.4775,0.000000,keep,
NZ_AP022155.1,Klebsiella,Klebsiella quasipneumoniae,2694,0.4677,0.000000,keep,
NZ_AP022154.1,Klebsiella,Klebsiella quasipneumoniae,2726,0.4629,0.000000,keep,
NZ_AP022153.1,Klebsiella,Klebsiella quasipneumoniae,3071,0.4823,0.000000,keep,
NZ_AP022152.1,Klebsiella,Klebsiella quasipneumoniae,4048,0.2992,0.000000,keep,
NZ_AP022151.1,Klebsiella,Klebsiella quasipneumoniae,4090,0.4350,0.000000,keep,
NZ_AP022150.1,Klebsiella,Klebsiella quasipneumoniae,4160,0.5341,0.000000,keep,
NZ_AP022149.1,Klebsiella,Klebsiella quasipneumoniae,4479,0.5211,0.000000,keep,
NZ_AP022148.1,Klebsiella,Klebsiella quasipneumoniae,4862,0.4831,0.000000,keep,
NZ_AP022147.1,Klebsiella,Klebsiella quasipneumoniae,5444,0.4238,0.000000,keep,
NZ_AP022146.1,Klebsiella,Klebsiella quasipneumoniae,122247,0.5414,0.000000,keep,
NZ_AP022145.1,Klebsiella,Klebsiella quasipneumoniae,161135,0.5102,0.000000,keep,
NZ_AP022144.1,Klebsiella,Klebsiella quasipneumoniae,182573,0.5024,0.000000,keep,
NZ_AP022143.1,Klebsiella,Klebsiella quasipneumoniae,215703,0.4550,0.000000,keep,
NZ_AP022043.1,Aeromonas,Aeromonas veronii,2861,0.5848,0.000000,keep,
NZ_AP022042.1,Aeromonas,Aeromonas veronii,4608,0.5388,0.000000,keep,
NZ_AP022041.1,Aeromonas,Aeromonas veronii,4989,0.6131,0.000000,keep,
NZ_AP022040.1,Aeromonas,Aeromonas veronii,9176,0.5505,0.000000,keep,
NZ_AP022039.1,Aeromonas,Aeromonas veronii,17349,0.5052,0.000000,keep,
NZ_AP022119.1,Klebsiella,Klebsiella quasipneumoniae,4187,0.4072,0.000000,keep,
NZ_AP022118.1,Klebsiella,Klebsiella quasipneumoniae,5714,0.4907,0.000000,keep,
NZ_AP022117.1,Klebsiella,Klebsiella quasipneumoniae,12566,0.6050,0.000000,keep,
NZ_AP022116.1,Klebsiella,Klebsiella quasipneumoniae,82271,0.5459,0.000000,keep,
NZ_AP022115.1,Klebsiella,Klebsiella quasipneumoniae,107360,0.5165,0.000000,keep,
NZ_AP022114.1,Klebsiella,Klebsiella quasipneumoniae,120877,0.5161,0.000000,keep,
NZ_AP022113.1,Klebsiella,Klebsiella quasipneumoniae,190538,0.5245,0.000000,keep,
NZ_CP054281.1,Citrobacter,Citrobacter freundii,12137,0.5961,0.000000,keep,
NZ_CP054280.1,Citrobacter,Citrobacter freundii,109094,0.5291,0.000000,keep,
NZ_CP054279.1,Citrobacter,Citrobacter freundii,140764,0.5383,0.000000,keep,
NZ_AP021928.1,Aeromonas,Aeromonas caviae,135252,0.5420,0.000000,keep,
NZ_AP022063.1,Klebsiella,Klebsiella sp.,2936,0.4639,0.000000,keep,
NZ_AP022062.1,Klebsiella,Klebsiella sp.,3484,0.3548,0.000000,keep,
NZ_AP022061.1,Klebsiella,Klebsiella sp.,4426,0.5395,0.000000,keep,
NZ_AP022060.1,Klebsiella,Klebsiella sp.,4938,0.5486,0.000000,keep,
NZ_AP022059.1,Klebsiella,Klebsiella sp.,69620,0.5034,0.000000,keep,
NZ_AP022058.1,Klebsiella,Klebsiella sp.,171435,0.5055,0.000000,keep,
NZ_AP022244.1,Aeromonas,Aeromonas caviae,8098,0.5225,0.000000,keep,
NZ_AP022243.1,Aeromonas,Aeromonas caviae,53629,0.5876,0.000000,keep,
NZ_AP022242.1,Aeromonas,Aeromonas caviae,153814,0.5422,0.000000,keep,
NZ_AP022200.1,Klebsiella,Klebsiella sp.,4901,0.3426,0.000000,reject,F6_dup_sequence
NZ_AP022199.1,Klebsiella,Klebsiella sp.,28179,0.5510,0.000000,keep,
NZ_AP022198.1,Klebsiella,Klebsiella sp.,42961,0.6024,0.000000,keep,
NZ_AP022197.1,Klebsiella,Klebsiella sp.,57794,0.5298,0.000000,keep,
NZ_AP022196.1,Klebsiella,Klebsiella sp.,232900,0.5095,0.000000,keep,
NZ_AP021982.1,Klebsiella,Klebsiella sp.,2760,0.4649,0.000000,keep,
NZ_AP021981.1,Klebsiella,Klebsiella sp.,3139,0.4584,0.000000,reject,F6_dup_sequence
NZ_AP021980.1,Klebsiella,Klebsiella sp.,4550,0.5127,0.000000,keep,
NZ_AP021979.1,Klebsiella,Klebsiella sp.,4667,0.5130,0.000000,keep,
NZ_AP021978.1,Klebsiella,Klebsiella sp.,4938,0.5492,0.000000,keep,
NZ_AP021977.1,Klebsiella,Klebsiella sp.,5286,0.5083,0.000000,keep,
NZ_AP021976.1,Klebsiella,Klebsiella sp.,8285,0.5316,0.000000,keep,
NZ_AP021975.1,Klebsiella,Klebsiella sp.,42597,0.3454,0.000000,keep,
NZ_AP021974.1,Klebsiella,Klebsiella sp.,146141,0.5094,0.000000,keep,
NZ_AP021973.1,Klebsiella,Klebsiella sp.,230471,0.4879,0.000000,keep,
NZ_CP059912.1,Escherichia,Escherichia coli,1079,0.4384,0.000000,keep,
NZ_CP059911.1,Escherichia,Escherichia coli,3245,0.3510,0.000000,keep,
NZ_CP059910.1,Escherichia,Escherichia coli,99361,0.4819,0.000000,keep,
NZ_CP059909.1,Escherichia,Escherichia coli,111912,0.5077,0.000000,keep,
NZ_CP059908.1,Escherichia,Escherichia coli,193291,0.4956,0.000000,keep,
NZ_AP022289.1,Escherichia,Escherichia coli,82448,0.5000,0.000000,keep,
NZ_AP022288.1,Escherichia,Escherichia coli,127169,0.4710,0.000000,keep,
NZ_AP023325.1,Sphingomonas,Sphingomonas paucimobilis,44333,0.6648,0.000000,keep,
NZ_AP023324.1,Sphingomonas,Sphingomonas paucimobilis,79575,0.6364,0.000000,keep,
NZ_AP022240.1,Acinetobacter,Acinetobacter baumannii,10735,0.4246,0.000000,keep,
NZ_AP022239.1,Acinetobacter,Acinetobacter baumannii,114365,0.4129,0.000000,keep,
NZ_AP022301.1,Escherichia,Escherichia coli,7936,0.4166,0.000000,keep,
NZ_AP022300.1,Escherichia,Escherichia coli,83140,0.5250,0.000000,keep,
NZ_AP022299.1,Escherichia,Escherichia coli,123266,0.4838,0.000000,keep,
NZ_AP022226.1,Escherichia,Escherichia coli,5631,0.4724,0.000000,keep,
NZ_AP022225.1,Escherichia,Escherichia coli,70764,0.5085,0.000000,keep,
NZ_AP022224.1,Escherichia,Escherichia coli,87171,0.5256,0.000000,keep,
NZ_AP022223.1,Escherichia,Escherichia coli,139020,0.5115,0.000000,keep,
NZ_AP021932.1,Klebsiella,Klebsiella pneumoniae,3981,0.4883,0.000000,keep,
NZ_AP021931.1,Klebsiella,Klebsiella pneumoniae,130287,0.5129,0.000000,keep,
NZ_AP021930.1,Klebsiella,Klebsiella pneumoniae,140912,0.5168,0.000000,keep,
NZ_AP022304.1,Acinetobacter,Acinetobacter sp.,11158,0.3511,0.000000,keep,
NZ_AP022303.1,Acinetobacter,Acinetobacter sp.,88315,0.3992,0.000000,keep,
NZ_AP022297.1,Escherichia,Escherichia coli,3372,0.5513,0.000000,keep,
NZ_AP022296.1,Escherichia,Escherichia coli,105884,0.5295,0.000000,keep,
NZ_AP022094.1,Escherichia,Escherichia coli,3137,0.4625,0.000000,reject,F2_not_complete
NZ_AP022093.1,Escherichia,Escherichia coli,5344,0.4847,0.000000,keep,
NZ_AP022092.1,Escherichia,Escherichia coli,6796,0.4750,0.000000,keep,
NZ_AP022091.1,Escherichia,Escherichia coli,74261,0.5170,0.000000,keep,
NZ_AP022090.1,Escherichia,Escherichia coli,80029,0.5292,0.000000,keep,
NZ_AP022089.1,Escherichia,Escherichia coli,110167,0.4594,0.000000,keep,
NZ_AP022088.1,Escherichia,Escherichia coli,183772,0.4846,0.000000,keep,
NZ_AP022172.1,Escherichia,Escherichia coli,187669,0.5074,0.000000,keep,
NZ_AP022084.1,Klebsiella,Klebsiella pneumoniae,3729,0.3272,0.000000,reject,F2_not_complete
NZ_AP022083.1,Klebsiella,Klebsiella pneumoniae,4012,0.5359,0.000000,keep,
NZ_AP022082.1,Klebsiella,Klebsiella pneumoniae,41162,0.3481,0.000000,keep,
NZ_AP022081.1,Klebsiella,Klebsiella pneumoniae,55445,0.5200,0.000000,keep,
NZ_AP022080.1,Klebsiella,Klebsiella pneumoniae,176026,0.5249,0.000000,keep,
NZ_AP022079.1,Klebsiella,Klebsiella pneumoniae,224088,0.5255,0.000000,keep,
NZ_CP054288.1,Klebsiella,Klebsiella pneumoniae,43620,0.4827,0.000000,keep,
NZ_CP054287.1,Klebsiella,Klebsiella pneumoniae,156980,0.5180,0.000000,keep,
NZ_CP054286.1,Klebsiella,Klebsiella pneumoniae,176330,0.5186,0.000000,keep,
NZ_AP022076.1,Escherichia,Escherichia coli,2100,0.4719,0.000000,keep,
NZ_AP022075.1,Escherichia,Escherichia coli,3272,0.4581,0.000000,keep,
NZ_AP022074.1,Escherichia,Escherichia coli,5167,0.4751,0.000000,keep,
NZ_AP022073.1,Escherichia,Escherichia coli,5219,0.4880,0.000000,keep,
NZ_AP022072.1,Escherichia,Escherichia coli,77891,0.5168,0.000000,keep,
NZ_AP022071.1,Escherichia,Escherichia coli,84553,0.5293,0.000000,keep,
NZ_AP022070.1,Escherichia,Escherichia coli,117617,0.5250,0.000000,keep,
NZ_AP021939.1,Acinetobacter,Acinetobacter pittii,2726,0.3778,0.000000,keep,
NZ_AP021938.1,Acinetobacter,Acinetobacter pittii,10416,0.3329,0.000000,keep,
NZ_AP021937.1,Acinetobacter,Acinetobacter pittii,87428,0.4008,0.000000,keep,
NZ_CP059952.1,Escherichia,Escherichia coli,1506,0.5020,0.000000,reject,F6_dup_sequence
NZ_CP059951.1,Escherichia,Escherichia coli,5631,0.4738,0.000000,keep,
NZ_CP059950.1,Escherichia,Escherichia coli,6652,0.4826,0.000000,keep,
NZ_CP059949.1,Escherichia,Escherichia coli,37662,0.4133,0.000000,keep,
NZ_CP059948.1,Escherichia,Escherichia coli,138915,0.5086,0.000000,keep,
NZ_CP059921.1,Escherichia,Escherichia coli,2096,0.5558,0.000000,keep,
NZ_CP059920.1,Escherichia,Escherichia coli,3140,0.5223,0.000000,keep,
NZ_CP059919.1,Escherichia,Escherichia coli,122123,0.5297,0.000000,keep,
NZ_CP059918.1,Escherichia,Escherichia coli,214538,0.4984,0.000000,keep,
NZ_CP054284.1,Escherichia,Escherichia coli,34051,0.4872,0.000000,keep,
NZ_CP054283.1,Escherichia,Escherichia coli,43621,0.4827,0.000000,reject,F6_dup_sequence
NZ_AP022251.1,Escherichia,Escherichia coli,3067,0.4692,0.000000,keep,
NZ_AP022250.1,Escherichia,Escherichia coli,3274,0.4316,0.000000,keep,
NZ_AP022249.1,Escherichia,Escherichia coli,46158,0.4665,0.000000,keep,
NZ_AP022248.1,Escherichia,Escherichia coli,49365,0.4632,0.000000,keep,
NZ_AP022247.1,Escherichia,Escherichia coli,75556,0.5244,0.000000,keep,
NZ_AP022246.1,Escherichia,Escherichia coli,145389,0.5098,0.000000,keep,
NZ_AP022212.1,Escherichia,Escherichia coli,2089,0.4720,0.000000,keep,
NZ_AP022211.1,Escherichia,Escherichia coli,4073,0.4405,0.000000,keep,
NZ_AP022210.1,Escherichia,Escherichia coli,4073,0.5136,0.000000,keep,
NZ_AP022209.1,Escherichia,Escherichia coli,5163,0.4749,0.000000,keep,
NZ_AP022208.1,Escherichia,Escherichia coli,214586,0.5157,0.000000,keep,
NZ_CP047468.1,Clostridium,Clostridium tyrobutyricum,62824,0.2760,0.000000,keep,
NZ_AP022141.1,Klebsiella,Klebsiella pneumoniae,3852,0.4411,0.000000,keep,
NZ_AP022140.1,Klebsiella,Klebsiella pneumoniae,85044,0.5345,0.000000,keep,
NZ_AP022054.1,Escherichia,Escherichia coli,2089,0.4725,0.000000,keep,
NZ_AP022053.1,Escherichia,Escherichia coli,3373,0.5523,0.000000,keep,
NZ_AP022052.1,Escherichia,Escherichia coli,4170,0.4585,0.000000,keep,
NZ_AP022051.1,Escherichia,Escherichia coli,5167,0.4753,0.000000,keep,
NZ_AP022050.1,Escherichia,Escherichia coli,121254,0.5048,0.000000,keep,
NZ_AP022031.1,Escherichia,Escherichia coli,76037,0.5260,0.000000,keep,
NZ_AP022263.1,Escherichia,Escherichia coli,91233,0.5073,0.000000,keep,
NZ_AP022262.1,Escherichia,Escherichia coli,126588,0.4431,0.000000,keep,
NZ_AP022176.1,Escherichia,Escherichia coli,4072,0.4980,0.000000,keep,
NZ_AP022175.1,Escherichia,Escherichia coli,63140,0.5167,0.000000,keep,
NZ_AP022174.1,Escherichia,Escherichia coli,94776,0.5241,0.000000,keep,
NZ_AP022035.1,Escherichia,Escherichia coli,4087,0.4984,0.000000,keep,
NZ_AP022034.1,Escherichia,Escherichia coli,5167,0.4751,0.000000,keep,
NZ_AP022033.1,Escherichia,Escherichia coli,105867,0.5182,0.000000,keep,
NZ_AP022004.1,Escherichia,Escherichia coli,131334,0.5089,0.000000,keep,
NZ_AP022220.1,Escherichia,Escherichia coli,4027,0.5011,0.000000,keep,
NZ_AP022219.1,Escherichia,Escherichia coli,4086,0.4985,0.000000,keep,
NZ_AP022218.1,Escherichia,Escherichia coli,53216,0.4763,0.000000,keep,
NZ_AP022217.1,Escherichia,Escherichia coli,92332,0.4728,0.000000,keep,
NZ_AP022216.1,Escherichia,Escherichia coli,97682,0.4956,0.000000,keep,
